trip_distance,passenger_count,PULocationID,DOLocationID,fare_amount,hour_of_day,is_weekend,trip_duration_min,day_of_month
1.01,1.0,162,186,7.0,16,0,7.2,3
1.0,1.0,170,137,6.5,7,0,6.216666666666667,20
0.79,1.0,140,262,5.5,13,0,4.483333333333333,20
0.7,1.0,74,74,5.0,14,0,4.0,17
0.89,1.0,116,152,5.5,22,0,4.75,10
0.39,1.0,137,137,3.5,11,1,1.8166666666666667,11
1.89,1.0,239,143,8.0,20,0,6.533333333333333,16
1.77,1.0,50,239,7.0,20,1,4.283333333333333,4
1.31,1.0,43,140,6.5,14,0,6.083333333333333,30
2.49,1.0,50,237,9.5,10,0,7.6,1
0.96,1.0,161,186,5.5,22,0,4.3,10
1.62,6.0,236,140,7.5,8,0,9.416666666666666,30
1.6,1.0,140,236,6.5,9,0,5.166666666666667,21
4.07,1.0,137,75,12.5,0,0,10.433333333333334,9
1.57,1.0,100,142,7.0,17,0,6.216666666666667,2
1.95,2.0,238,152,9.0,12,0,7.966666666666667,9
0.45,1.0,236,75,4.5,11,0,4.15,1
1.21,1.0,113,90,6.5,16,0,5.566666666666666,20
0.75,1.0,48,143,4.0,12,0,2.0,17
3.9,1.0,141,4,13.5,15,0,11.683333333333334,22
0.96,1.0,239,43,5.5,5,0,3.566666666666667,9
0.98,1.0,140,263,4.5,0,1,2.2666666666666666,12
2.47,1.0,186,237,9.5,7,0,9.5,14
1.5,1.0,236,75,6.5,17,0,4.833333333333333,24
1.6,1.0,230,48,8.0,12,0,9.066666666666666,24
0.58,1.0,170,137,4.5,19,1,3.8333333333333335,26
4.18,3.0,186,75,13.5,14,0,12.483333333333333,8
0.1,3.0,79,79,3.0,18,0,1.3833333333333333,24
0.8,1.0,125,249,5.0,14,0,4.916666666666667,23
1.3,1.0,140,263,6.5,18,1,5.216666666666667,12
2.3,1.0,239,41,9.0,14,0,8.75,17
0.6,1.0,140,141,4.0,19,1,3.1333333333333333,11
4.03,1.0,244,75,15.0,6,0,16.85,13
2.08,1.0,148,170,9.5,12,1,9.983333333333333,25
0.39,1.0,107,137,3.5,11,0,1.5333333333333334,21
1.68,1.0,48,142,7.5,12,0,6.066666666666666,16
1.0,1.0,237,161,6.0,12,0,4.75,6
3.12,1.0,61,65,12.0,9,0,12.1,30
2.8,1.0,238,116,12.0,17,1,13.133333333333333,18
2.2,1.0,151,142,10.5,19,0,10.35,17
0.5,1.0,48,48,4.0,11,0,3.183333333333333,2
1.05,1.0,170,100,6.5,1,1,6.733333333333333,19
4.29,1.0,43,148,15.0,19,1,15.233333333333333,25
13.84,2.0,250,250,55.5,21,0,70.7,16
2.2,1.0,264,142,12.0,7,0,16.1,7
1.19,1.0,68,161,6.0,10,0,5.183333333333334,14
1.9,1.0,264,148,9.0,12,0,9.033333333333333,23
1.75,1.0,238,75,7.5,17,0,6.866666666666666,14
2.59,1.0,237,238,11.0,15,0,12.266666666666667,30
1.5,1.0,68,142,6.0,22,1,2.8,19
2.0,1.0,239,166,8.0,19,0,7.333333333333333,30
1.41,1.0,162,142,7.5,10,0,7.516666666666667,23
0.97,5.0,236,75,5.0,17,1,3.65,18
2.38,6.0,162,249,10.0,8,0,9.7,7
4.8,1.0,238,244,16.0,15,1,9.433333333333334,19
0.9,1.0,116,42,5.5,14,1,5.016666666666667,12
0.5,1.0,140,140,4.5,21,0,3.55,24
3.96,1.0,186,263,14.5,11,0,15.4,27
4.41,1.0,74,230,14.5,6,0,12.816666666666666,8
0.93,1.0,79,107,5.5,2,0,4.783333333333333,23
1.1,1.0,263,140,5.5,0,1,3.8833333333333333,12
3.7,1.0,151,116,13.5,20,0,13.233333333333333,3
2.0,1.0,231,90,8.0,14,0,6.516666666666667,3
0.6,1.0,142,142,5.0,16,0,4.566666666666666,10
1.93,1.0,151,75,8.5,20,0,8.366666666666667,22
0.73,1.0,236,236,4.5,6,0,2.65,9
3.4,1.0,141,79,11.0,10,1,7.766666666666667,26
0.7,1.0,229,141,4.0,13,0,2.0833333333333335,16
4.94,1.0,13,163,17.0,8,0,16.033333333333335,3
2.7,1.0,264,166,9.5,16,0,7.283333333333333,21
5.5,1.0,238,107,19.0,10,0,17.9,15
0.9,1.0,166,151,5.5,19,0,4.583333333333333,24
0.61,1.0,70,138,4.0,9,0,2.55,10
1.6,1.0,262,75,8.0,8,0,8.233333333333333,3
0.08,1.0,41,41,3.0,13,0,1.1333333333333333,16
0.5,3.0,100,230,4.0,8,0,1.9333333333333333,23
1.7,1.0,229,237,7.0,12,0,5.983333333333333,1
0.5,1.0,262,262,4.5,9,0,3.9166666666666665,24
6.04,1.0,100,223,20.0,13,0,18.983333333333334,10
0.96,1.0,234,68,6.0,14,0,5.85,2
2.03,1.0,74,166,10.0,10,0,11.333333333333334,15
2.37,1.0,137,163,9.5,19,0,8.45,22
1.6,1.0,48,234,7.5,16,0,7.383333333333334,3
1.1,1.0,68,161,5.5,6,0,4.083333333333333,6
0.2,1.0,233,170,3.0,13,0,1.2333333333333334,7
1.7,1.0,237,48,8.0,0,0,7.95,24
0.54,1.0,48,100,3.5,13,0,2.2,30
2.5,1.0,87,4,9.5,19,0,7.05,10
4.9,1.0,230,13,17.0,0,1,16.816666666666666,18
0.8,2.0,79,113,6.5,8,0,7.15,28
0.57,2.0,75,75,5.0,11,0,4.733333333333333,24
2.0,1.0,43,239,9.0,21,0,8.133333333333333,29
3.6,1.0,140,41,12.5,19,0,12.516666666666667,24
3.9,1.0,238,68,15.5,17,0,16.466666666666665,24
1.19,1.0,41,152,6.5,15,0,6.116666666666666,23
1.0,1.0,262,140,6.0,6,1,4.166666666666667,5
19.02,5.0,224,251,50.5,19,0,28.45,17
5.3,1.0,236,244,18.0,15,0,14.483333333333333,21
0.7,1.0,140,236,5.5,12,0,5.516666666666667,24
4.9,2.0,137,7,16.5,11,0,16.166666666666668,20
4.07,1.0,231,48,14.0,13,0,12.85,29
1.2,2.0,236,141,6.0,12,0,5.316666666666666,8
3.32,1.0,164,75,10.5,7,0,7.5,23
1.1,1.0,186,137,6.5,17,0,6.816666666666666,2
8.82,1.0,68,227,27.5,20,0,22.566666666666666,24
1.2,1.0,48,164,6.0,20,1,5.183333333333334,12
0.39,1.0,140,141,3.0,7,0,1.05,2
0.9,1.0,48,68,5.0,15,0,3.066666666666667,22
22.78,1.0,132,265,69.0,19,0,33.11666666666667,6
1.2,1.0,263,141,5.5,8,0,3.8,3
1.9,1.0,166,116,7.5,17,0,5.383333333333334,29
13.86,1.0,237,92,38.0,22,0,22.95,10
2.27,1.0,137,230,11.0,17,1,12.366666666666667,26
7.7,1.0,140,13,22.5,19,0,14.333333333333334,7
3.0,1.0,186,238,11.0,21,0,10.483333333333333,27
1.4,1.0,142,48,7.0,6,0,6.7,17
3.11,1.0,151,116,11.5,19,0,11.65,14
1.33,1.0,234,230,5.5,6,0,2.7,2
4.6,1.0,137,238,16.5,13,0,17.35,10
0.53,1.0,75,75,3.5,12,0,1.9166666666666667,8
5.04,6.0,75,244,17.0,12,0,14.766666666666667,10
0.6,1.0,137,137,4.0,11,0,3.1333333333333333,9
1.1,1.0,167,159,6.5,13,0,6.6,16
2.4,2.0,233,144,10.0,18,0,10.766666666666667,24
7.49,1.0,68,89,26.0,12,0,26.466666666666665,2
2.16,1.0,141,137,8.0,17,0,6.45,28
2.08,6.0,137,48,9.0,15,0,9.416666666666666,9
0.8,1.0,263,262,5.0,10,0,3.55,23
0.7,2.0,234,107,4.5,15,0,3.566666666666667,1
1.7,1.0,141,161,9.0,10,0,9.166666666666666,27
4.17,6.0,100,233,13.5,12,0,12.716666666666667,23
18.3,1.0,132,163,52.0,10,1,32.483333333333334,4
0.7,1.0,41,74,5.0,9,1,4.683333333333334,26
0.83,1.0,143,48,5.5,13,0,4.583333333333333,22
4.83,6.0,236,68,15.5,9,0,14.483333333333333,20
5.07,1.0,186,74,16.5,18,1,15.35,11
8.28,1.0,250,42,25.5,14,1,21.7,11
1.1,1.0,148,107,6.0,8,0,4.783333333333333,27
3.73,1.0,224,87,12.0,7,0,7.433333333333334,24
4.5,1.0,170,217,16.0,12,0,15.166666666666666,29
7.9,1.0,42,232,23.5,19,1,13.166666666666666,25
0.77,1.0,262,236,5.0,7,0,3.466666666666667,7
2.8,1.0,237,100,10.0,22,0,7.7,21
0.77,1.0,142,239,4.5,19,1,4.4,4
1.46,1.0,229,43,6.5,14,0,5.716666666666667,24
0.72,1.0,243,244,5.0,17,1,3.8666666666666667,18
8.8,2.0,140,213,27.5,8,0,22.083333333333332,16
4.3,1.0,68,263,14.5,5,0,12.65,22
4.16,1.0,236,42,14.0,18,0,12.616666666666667,13
0.54,1.0,48,142,4.0,12,0,1.9833333333333334,23
2.81,2.0,261,97,13.0,12,0,14.2,14
1.0,2.0,233,170,6.0,8,1,5.6,11
2.82,2.0,140,193,11.0,16,1,9.566666666666666,5
2.4,1.0,263,142,10.0,19,0,10.0,23
0.98,1.0,163,141,5.5,7,0,4.016666666666667,15
2.6,1.0,238,140,10.5,9,0,9.45,15
4.99,1.0,151,243,17.5,15,0,18.216666666666665,21
2.46,1.0,238,116,11.0,7,1,10.683333333333334,12
0.8,1.0,236,236,6.0,8,0,6.3,29
1.1,1.0,170,48,6.0,16,0,6.183333333333334,28
2.6,1.0,238,74,10.5,7,0,11.05,28
0.69,1.0,137,107,4.5,20,0,3.716666666666667,30
1.64,1.0,170,237,7.0,11,0,5.366666666666666,23
4.55,1.0,137,238,15.5,21,0,15.166666666666666,6
1.2,1.0,186,107,6.0,7,0,5.566666666666666,30
3.1,1.0,231,234,12.0,8,0,11.266666666666667,21
1.4,1.0,41,166,7.5,16,0,7.966666666666667,17
2.23,1.0,168,75,10.0,11,0,11.283333333333333,28
0.99,1.0,151,239,5.0,8,0,3.1333333333333333,10
6.71,1.0,143,82,25.0,7,0,30.316666666666666,27
0.95,1.0,164,137,6.0,18,0,6.25,1
1.1,1.0,237,142,7.0,14,1,7.65,25
2.85,1.0,75,42,10.5,16,0,10.55,29
0.4,1.0,75,74,4.0,19,0,2.2333333333333334,28
1.98,1.0,48,239,9.0,16,1,8.533333333333333,4
3.1,1.0,170,262,10.5,17,0,8.266666666666667,6
2.6,1.0,249,170,11.0,8,0,11.6,22
1.82,1.0,162,236,7.0,11,0,4.15,7
1.2,2.0,238,75,6.5,17,1,5.083333333333333,5
3.2,1.0,50,107,13.0,17,0,13.866666666666667,23
0.4,1.0,262,262,4.5,16,1,4.816666666666666,18
0.51,1.0,144,144,4.0,16,0,3.5833333333333335,3
1.88,1.0,75,74,7.0,14,0,6.05,1
2.99,2.0,90,143,10.5,19,0,7.783333333333333,17
2.6,1.0,48,140,11.5,6,1,12.466666666666667,5
1.1,1.0,48,143,6.0,16,0,5.3,22
1.28,1.0,239,48,6.5,15,0,5.05,16
0.5,6.0,140,140,4.0,17,0,2.8333333333333335,1
2.55,1.0,189,62,10.5,20,0,9.783333333333333,1
1.77,1.0,229,234,7.5,13,1,6.383333333333334,4
2.83,1.0,239,166,12.0,15,0,12.85,7
4.1,5.0,107,236,13.5,10,1,11.75,11
2.56,1.0,233,142,10.5,13,0,10.6,30
0.2,1.0,236,236,3.0,14,1,1.35,26
0.93,1.0,162,137,5.0,8,0,3.816666666666667,29
0.8,1.0,141,43,6.0,12,0,6.416666666666667,9
2.78,1.0,41,142,10.0,21,0,7.566666666666666,1
3.54,1.0,231,237,12.0,9,0,9.7,15
0.49,6.0,141,236,4.0,7,0,3.033333333333333,24
1.11,1.0,263,140,5.5,7,0,4.0,2
1.86,6.0,237,170,7.5,20,0,6.733333333333333,1
0.7,1.0,137,233,4.5,15,0,3.1333333333333333,27
1.98,1.0,163,263,11.5,9,0,14.433333333333334,14
13.6,1.0,140,26,39.0,22,1,26.733333333333334,11
1.11,1.0,237,236,5.5,15,0,3.283333333333333,27
0.92,2.0,236,140,6.0,12,0,5.833333333333333,3
1.1,1.0,170,234,6.5,15,0,6.25,7
1.24,1.0,238,41,6.0,18,0,4.716666666666667,1
3.5,1.0,167,75,15.0,7,0,18.383333333333333,30
1.08,1.0,239,238,5.5,12,0,4.333333333333333,16
4.58,1.0,142,42,16.0,18,1,14.366666666666667,18
3.1,1.0,142,107,11.5,13,0,11.133333333333333,22
1.64,1.0,141,170,7.0,9,0,5.183333333333334,29
0.4,1.0,137,137,3.5,16,1,1.8666666666666667,4
4.1,3.0,186,140,14.5,21,0,15.083333333333334,23
0.85,1.0,42,42,6.0,16,0,7.85,3
3.3,2.0,263,170,13.5,17,0,13.116666666666667,28
4.56,4.0,151,244,15.0,10,0,11.45,24
6.95,2.0,13,141,20.5,17,0,12.083333333333334,17
1.96,1.0,74,263,9.0,20,0,10.133333333333333,17
0.8,1.0,142,143,5.0,11,1,3.816666666666667,4
1.4,1.0,234,158,7.5,13,0,7.666666666666667,30
6.58,1.0,244,142,20.0,16,0,12.65,10
3.1,1.0,263,170,10.0,3,0,7.316666666666666,3
1.85,1.0,75,140,8.0,11,0,7.55,24
2.7,1.0,238,48,10.5,18,1,10.1,11
1.47,1.0,186,161,6.5,10,0,5.016666666666667,9
2.2,1.0,142,238,9.0,9,0,8.35,16
3.1,1.0,132,10,10.5,23,0,6.733333333333333,7
1.86,1.0,141,75,8.0,9,1,6.383333333333334,11
1.4,1.0,233,234,6.5,15,0,5.466666666666667,29
4.99,1.0,43,231,17.5,14,1,18.333333333333332,11
2.9,1.0,238,116,13.0,9,0,15.75,2
0.2,1.0,239,239,3.5,11,0,2.4833333333333334,20
1.87,3.0,49,61,8.5,17,0,9.916666666666666,6
1.89,2.0,238,263,7.5,19,0,5.883333333333334,15
1.7,1.0,230,68,6.5,15,0,4.333333333333333,3
21.3,1.0,133,126,56.0,6,1,37.43333333333333,11
1.8,1.0,142,238,7.0,18,0,4.466666666666667,16
0.6,1.0,186,90,4.0,8,1,1.9666666666666666,19
1.29,5.0,186,113,6.5,9,0,5.833333333333333,22
2.7,1.0,262,238,11.0,16,0,11.583333333333334,20
1.5,2.0,238,41,7.0,13,0,6.016666666666667,30
0.9,1.0,100,48,5.0,21,0,3.3,27
3.23,1.0,74,140,12.5,7,0,10.566666666666666,14
0.7,1.0,142,163,4.5,19,0,3.5166666666666666,14
0.9,1.0,74,75,5.0,17,0,3.1333333333333333,14
8.4,1.0,238,209,25.0,7,0,17.166666666666668,2
6.37,1.0,238,7,21.0,23,0,19.866666666666667,8
2.61,1.0,79,161,10.0,11,1,8.6,25
0.65,1.0,142,163,4.0,14,1,2.3666666666666667,19
1.4,1.0,247,159,8.0,12,0,8.316666666666666,24
1.1,1.0,162,48,6.5,19,0,6.716666666666667,7
2.2,1.0,48,238,9.0,22,1,9.516666666666667,25
2.92,5.0,189,65,10.5,12,0,7.35,1
1.23,1.0,186,186,5.5,14,0,3.1666666666666665,21
1.59,1.0,237,263,7.0,15,0,6.033333333333333,10
0.5,2.0,237,140,4.5,10,0,3.3833333333333333,2
1.89,3.0,229,263,8.0,15,0,8.15,6
1.16,1.0,238,75,6.5,16,0,5.75,17
0.36,1.0,237,236,3.5,14,0,2.2666666666666666,21
2.37,2.0,74,151,11.5,14,0,14.316666666666666,16
2.9,1.0,151,140,11.0,7,0,10.733333333333333,13
1.2,1.0,142,48,6.0,8,0,4.416666666666667,2
2.9,1.0,68,231,11.0,8,0,10.85,9
1.3,1.0,152,166,5.5,4,1,2.783333333333333,11
1.69,1.0,234,137,8.0,9,0,8.366666666666667,8
2.95,1.0,249,13,11.5,16,1,11.233333333333333,25
0.4,1.0,224,79,3.5,6,0,1.6666666666666667,17
1.0,1.0,141,262,6.0,14,0,6.05,10
2.15,1.0,48,137,10.0,10,0,9.6,10
11.39,1.0,146,215,33.5,12,0,23.0,1
4.18,1.0,263,145,14.0,15,0,12.183333333333334,23
4.79,1.0,75,145,17.0,14,0,16.983333333333334,10
0.9,1.0,239,238,6.0,11,0,5.533333333333333,21
3.0,2.0,186,238,10.5,18,0,8.766666666666667,22
1.75,1.0,48,162,8.5,12,0,8.483333333333333,13
5.99,1.0,141,244,20.0,18,0,21.416666666666668,13
1.7,1.0,116,74,10.0,17,0,12.683333333333334,16
2.3,1.0,224,232,9.0,11,0,6.25,28
12.79,1.0,263,228,35.0,8,0,20.583333333333332,2
1.8,1.0,142,140,9.0,9,0,8.916666666666666,10
3.89,1.0,166,244,13.5,17,0,9.8,2
3.0,1.0,263,233,11.0,7,0,9.3,24
1.54,1.0,100,162,7.0,7,0,6.6,29
3.9,1.0,142,152,14.5,20,0,14.416666666666666,10
0.59,1.0,229,162,4.0,14,0,1.8833333333333333,7
3.45,1.0,186,13,13.0,9,0,12.983333333333333,28
3.44,1.0,151,140,14.5,18,0,15.666666666666666,6
2.0,1.0,170,141,8.5,16,0,8.15,23
1.4,1.0,186,43,6.0,6,1,4.533333333333333,12
1.7,1.0,75,151,9.5,19,0,12.166666666666666,8
0.6,1.0,137,107,4.0,15,0,2.8666666666666667,7
1.9,1.0,107,249,8.5,15,0,7.7,24
3.91,3.0,107,142,14.0,2,0,12.65,20
0.5,1.0,238,238,4.5,13,1,4.25,11
0.6,2.0,143,142,4.5,13,0,3.85,20
2.39,5.0,229,43,8.5,7,1,5.933333333333334,5
2.24,1.0,141,107,8.0,8,0,7.6,1
4.33,1.0,238,168,14.0,4,0,11.716666666666667,23
3.99,1.0,263,186,14.0,8,1,13.4,5
3.25,1.0,79,162,11.5,6,0,9.4,20
1.11,2.0,263,140,6.5,10,0,5.4,14
3.7,1.0,237,4,13.5,23,0,11.166666666666666,2
3.65,1.0,48,236,14.5,7,0,16.433333333333334,20
1.16,1.0,142,239,7.5,8,0,7.883333333333334,30
16.18,1.0,244,54,44.0,14,0,23.5,1
1.77,1.0,237,75,7.5,17,0,5.883333333333334,27
1.47,1.0,263,140,6.5,7,0,5.333333333333333,23
3.12,2.0,238,170,11.0,8,0,7.816666666666666,15
0.6,2.0,236,43,4.5,11,1,3.683333333333333,5
5.44,1.0,74,79,16.5,21,0,14.3,21
1.73,1.0,142,68,8.0,19,1,7.833333333333333,4
0.62,1.0,264,264,5.0,14,0,5.066666666666666,10
4.98,1.0,234,151,16.5,14,0,16.2,20
3.45,2.0,140,48,13.5,23,0,15.583333333333334,9
0.53,1.0,48,48,4.0,13,1,2.6333333333333333,5
1.03,6.0,264,264,5.5,7,0,3.7333333333333334,9
1.33,2.0,236,239,7.5,14,0,6.983333333333333,14
0.95,1.0,41,41,6.0,9,0,4.783333333333333,23
1.9,1.0,100,107,8.0,16,0,6.85,9
1.13,2.0,186,137,7.0,8,0,8.383333333333333,3
0.53,1.0,142,48,4.5,15,1,4.35,12
2.7,1.0,141,48,11.5,15,0,12.533333333333333,6
1.1,1.0,125,90,5.5,12,0,3.65,1
0.6,1.0,233,137,4.5,7,0,3.033333333333333,1
2.73,1.0,263,137,9.0,10,0,6.483333333333333,10
11.4,1.0,48,93,33.5,5,1,25.316666666666666,26
1.26,2.0,186,230,6.0,7,0,4.333333333333333,22
0.43,1.0,107,107,3.5,6,0,1.3666666666666667,24
3.8,1.0,263,137,13.5,8,0,11.316666666666666,20
0.7,1.0,152,116,5.5,8,0,4.85,15
1.3,1.0,75,262,6.0,6,0,4.016666666666667,17
4.28,1.0,42,236,16.5,13,0,17.45,16
1.6,1.0,263,238,8.0,9,0,7.183333333333334,22
1.28,2.0,263,75,6.5,10,0,5.55,10
1.0,4.0,238,166,5.5,7,0,4.116666666666666,8
2.01,2.0,170,141,8.0,12,1,6.616666666666666,19
9.7,1.0,138,250,28.5,13,1,18.033333333333335,25
1.22,6.0,238,236,5.5,11,0,3.283333333333333,14
7.02,2.0,162,244,22.5,18,0,18.733333333333334,7
0.9,2.0,107,90,5.0,4,1,3.1666666666666665,26
0.52,1.0,75,75,3.5,9,0,2.0,14
4.16,1.0,137,256,15.0,9,0,15.05,13
0.6,2.0,48,48,4.0,3,0,1.4,30
1.37,1.0,263,141,5.5,16,1,2.933333333333333,26
0.4,1.0,230,48,3.5,12,0,1.65,2
1.6,1.0,263,229,7.0,19,0,4.933333333333334,20
2.39,1.0,161,262,9.5,14,0,9.566666666666666,14
1.2,1.0,238,75,6.0,7,0,4.566666666666666,28
0.9,1.0,142,143,5.5,21,0,5.783333333333333,2
2.6,1.0,238,48,9.0,1,0,6.383333333333334,22
0.6,1.0,151,151,4.5,10,0,3.2666666666666666,21
7.09,2.0,162,147,22.0,7,1,16.166666666666668,4
3.2,1.0,114,163,12.0,20,0,11.783333333333333,14
7.7,1.0,236,209,23.5,6,0,20.633333333333333,30
3.6,2.0,263,42,13.5,16,1,12.25,25
2.27,1.0,141,137,8.5,18,0,6.833333333333333,2
3.2,1.0,140,74,12.5,20,0,12.166666666666666,23
0.74,1.0,141,140,4.5,5,0,2.5833333333333335,8
1.8,2.0,239,24,7.0,19,0,4.55,14
2.4,1.0,141,74,8.5,23,0,5.816666666666666,28
1.2,1.0,74,75,6.0,16,0,6.6,29
3.2,1.0,90,143,11.5,16,0,10.65,27
1.75,1.0,75,141,6.5,6,0,4.316666666666666,27
1.09,1.0,137,161,5.5,16,0,4.633333333333334,2
1.7,1.0,141,75,7.0,17,0,5.066666666666666,16
1.25,1.0,141,162,5.5,9,0,3.1333333333333333,10
9.55,3.0,238,238,35.5,14,0,43.35,30
0.7,1.0,229,140,4.5,8,0,3.6,24
2.74,1.0,74,151,15.0,19,1,21.05,25
0.96,1.0,41,41,5.5,7,1,4.4,11
4.24,1.0,68,24,16.5,19,1,17.483333333333334,11
6.1,1.0,41,250,19.0,20,0,13.45,3
2.0,1.0,263,229,7.5,13,1,5.416666666666667,25
6.82,1.0,244,140,21.0,9,0,14.916666666666666,27
0.76,1.0,48,161,5.5,6,0,4.35,24
0.94,1.0,233,137,5.0,22,0,2.7,17
0.5,2.0,238,239,4.0,10,1,2.566666666666667,11
2.3,1.0,236,233,9.0,10,0,7.733333333333333,30
8.58,6.0,259,168,25.0,11,0,14.95,17
0.7,2.0,141,236,4.5,12,0,2.65,2
0.17,1.0,236,236,3.0,12,0,1.25,21
1.9,1.0,161,140,8.5,23,0,10.116666666666667,2
1.04,2.0,75,74,5.5,19,0,3.7666666666666666,8
1.91,2.0,116,166,8.5,6,1,8.183333333333334,26
1.0,1.0,166,152,5.5,22,0,4.416666666666667,3
1.2,1.0,107,186,6.0,13,0,4.466666666666667,29
60.22,1.0,148,265,267.0,15,0,103.5,9
4.9,1.0,143,244,15.0,19,0,8.55,13
1.39,1.0,74,75,7.0,5,0,6.483333333333333,29
0.71,2.0,230,50,4.5,11,0,3.216666666666667,6
2.6,1.0,141,107,9.5,15,0,7.15,3
0.95,1.0,140,263,4.5,13,0,2.716666666666667,9
3.14,1.0,151,116,12.0,18,1,13.616666666666667,12
4.1,1.0,43,74,16.5,17,1,17.433333333333334,12
9.2,1.0,75,217,28.5,12,0,21.5,24
4.2,1.0,41,50,14.5,14,0,11.7,15
1.03,3.0,238,75,5.5,7,1,3.55,11
1.0,1.0,238,142,5.5,8,0,4.3,30
0.3,1.0,236,237,3.5,16,0,1.8166666666666667,13
0.8,1.0,141,236,5.0,8,0,3.95,21
0.69,1.0,239,239,5.5,11,0,5.3,16
2.43,1.0,263,233,8.5,6,0,6.15,21
0.4,1.0,162,229,4.5,17,0,3.316666666666667,10
1.61,1.0,137,90,8.5,11,0,9.45,28
1.86,1.0,263,74,7.5,13,0,5.966666666666667,10
1.7,1.0,263,229,8.5,17,0,8.8,16
1.4,1.0,186,137,7.5,6,0,7.366666666666666,29
9.05,1.0,55,115,27.5,23,1,19.233333333333334,19
0.62,3.0,41,42,4.5,13,1,3.7333333333333334,4
1.06,1.0,75,74,5.0,7,0,3.2333333333333334,28
0.83,1.0,263,141,4.5,15,0,2.9833333333333334,2
1.4,1.0,107,186,7.0,12,0,6.883333333333334,9
3.65,1.0,79,263,11.5,0,0,9.083333333333334,2
3.92,1.0,140,179,13.5,20,0,11.916666666666666,14
1.6,1.0,238,143,8.5,13,0,8.4,27
1.0,1.0,42,42,5.5,12,0,4.5,3
4.97,1.0,137,74,16.5,19,0,12.766666666666667,20
0.9,1.0,236,237,5.5,10,1,4.0,12
0.57,1.0,13,231,4.5,7,1,3.75,25
2.47,1.0,236,41,10.0,10,0,10.2,28
2.0,1.0,90,48,8.5,13,0,7.333333333333333,10
1.6,1.0,142,246,6.5,21,1,4.683333333333334,11
4.19,2.0,166,162,14.5,9,0,13.933333333333334,10
1.8,1.0,107,158,9.0,17,0,10.083333333333334,14
1.9,3.0,238,43,8.0,11,1,6.983333333333333,11
1.51,1.0,163,239,7.5,10,0,6.8,6
0.87,5.0,237,161,5.5,6,0,4.3,20
0.42,1.0,107,113,3.5,12,0,2.2,29
2.5,1.0,236,164,9.0,6,0,6.833333333333333,3
5.29,1.0,90,151,19.5,8,0,18.516666666666666,8
0.62,1.0,162,229,5.0,20,0,4.933333333333334,8
0.6,1.0,264,264,4.5,20,0,3.816666666666667,13
4.57,1.0,137,74,13.5,13,0,10.866666666666667,2
9.0,1.0,138,170,25.0,17,1,14.333333333333334,5
8.88,1.0,138,140,26.0,18,0,16.033333333333335,3
1.6,1.0,79,186,7.0,14,0,5.15,14
1.9,1.0,75,41,8.5,0,1,8.666666666666666,5
1.6,1.0,237,233,7.0,15,0,5.25,3
1.7,3.0,233,186,8.0,14,1,7.35,18
0.96,3.0,48,161,5.0,14,0,2.966666666666667,9
15.4,1.0,166,181,46.5,17,0,43.31666666666667,28
1.0,1.0,233,224,5.0,19,1,3.35,12
1.17,1.0,162,141,5.0,9,1,2.7333333333333334,5
0.46,1.0,141,140,4.0,6,0,3.033333333333333,24
3.33,1.0,263,137,12.0,8,0,9.283333333333333,10
9.35,6.0,148,148,36.0,13,1,43.833333333333336,11
1.77,1.0,140,137,8.0,6,0,5.966666666666667,28
8.04,1.0,75,13,25.5,20,1,20.883333333333333,11
1.5,1.0,237,170,6.0,6,0,3.75,16
0.8,1.0,163,237,5.0,13,0,3.316666666666667,2
1.07,1.0,75,74,9.5,17,0,12.4,7
5.53,1.0,143,244,17.5,20,0,12.066666666666666,2
2.65,1.0,237,41,10.0,14,0,8.983333333333333,17
0.6,1.0,230,161,4.5,16,0,2.9,3
1.7,1.0,163,236,9.5,18,0,11.083333333333334,28
2.2,2.0,138,173,11.0,10,0,13.383333333333333,3
3.11,1.0,75,233,10.5,21,0,7.666666666666667,15
0.6,1.0,140,263,5.0,11,1,4.35,25
3.23,1.0,188,106,11.0,12,0,8.933333333333334,2
1.5,1.0,137,100,7.0,9,0,5.966666666666667,24
2.26,1.0,137,232,8.5,16,0,5.483333333333333,8
0.83,1.0,238,151,5.5,11,0,4.666666666666667,16
2.1,1.0,162,263,8.0,16,0,6.383333333333334,20
0.57,1.0,141,237,4.0,11,0,2.3333333333333335,8
1.8,1.0,140,75,9.0,10,0,10.266666666666667,20
0.85,1.0,164,107,5.0,17,0,4.133333333333334,17
4.82,2.0,209,106,16.0,18,0,13.483333333333333,23
4.94,1.0,140,74,17.0,10,0,13.316666666666666,10
0.8,1.0,262,140,5.0,11,0,3.5833333333333335,24
0.42,1.0,113,249,4.0,19,0,2.9166666666666665,28
0.47,1.0,239,239,4.5,19,0,3.783333333333333,30
2.91,1.0,166,142,10.0,7,0,8.05,8
2.59,1.0,239,41,9.5,16,1,8.033333333333333,18
2.1,1.0,234,233,8.5,12,1,6.933333333333334,12
0.9,1.0,238,239,5.5,11,1,4.166666666666667,18
4.44,1.0,238,159,17.0,11,0,20.333333333333332,15
1.5,1.0,141,236,6.5,18,0,4.966666666666667,30
1.2,1.0,233,140,6.0,7,0,4.4,23
5.14,1.0,137,226,17.0,19,0,15.2,21
0.29,1.0,152,142,3.5,13,1,1.5,26
1.4,1.0,41,151,7.0,12,0,6.266666666666667,20
