trip_distance,passenger_count,PULocationID,DOLocationID,fare_amount,hour_of_day,is_weekend,trip_duration_min,day_of_month
1.3,1.0,166,74,7.0,20,0,8.116666666666667,10
1.49,5.0,68,48,8.0,23,0,9.7,31
0.3,2.0,166,166,3.5,13,0,2.6333333333333333,8
0.86,1.0,162,163,8.5,18,0,12.366666666666667,15
1.33,1.0,161,186,6.5,8,0,6.9,27
0.87,2.0,233,230,7.5,19,1,9.45,18
5.57,6.0,116,48,18.5,10,0,16.916666666666668,10
0.7,2.0,140,237,5.0,20,0,4.316666666666666,27
0.7,1.0,237,236,4.5,7,0,3.966666666666667,8
0.39,1.0,239,239,4.0,12,0,3.783333333333333,16
0.6,1.0,144,79,5.0,3,0,3.816666666666667,31
3.76,1.0,68,261,18.5,13,1,25.2,25
0.7,1.0,48,48,5.0,10,0,4.416666666666667,15
1.4,1.0,140,229,6.0,16,1,4.333333333333333,5
2.55,1.0,264,129,9.5,13,0,8.216666666666667,2
2.08,1.0,79,162,9.5,13,0,9.883333333333333,1
0.6,2.0,186,246,5.0,14,1,4.883333333333334,26
1.7,3.0,141,163,8.0,10,1,8.233333333333333,12
1.7,1.0,43,262,8.0,20,0,9.116666666666667,14
0.97,6.0,137,162,6.0,22,0,6.033333333333333,23
1.3,1.0,233,163,7.0,8,1,6.75,5
0.77,1.0,143,142,5.5,18,0,6.3,30
0.78,2.0,161,141,5.5,20,0,5.183333333333334,31
0.62,1.0,48,50,4.0,22,1,1.5666666666666667,12
4.16,1.0,151,164,15.5,22,0,15.566666666666666,1
1.4,5.0,239,236,7.5,19,0,8.0,17
6.8,1.0,246,244,23.0,7,0,19.033333333333335,28
11.51,1.0,138,186,34.0,18,0,27.016666666666666,16
2.36,3.0,113,233,10.5,13,0,11.783333333333333,1
16.4,2.0,132,170,52.0,22,1,31.15,12
1.2,2.0,238,142,6.5,11,1,6.2,26
0.6,2.0,161,237,4.5,7,0,3.0833333333333335,3
3.6,1.0,50,75,15.0,16,0,18.416666666666668,22
2.23,1.0,141,239,9.5,17,1,10.466666666666667,4
1.92,1.0,125,88,11.0,13,0,16.183333333333334,7
1.46,1.0,161,143,6.5,19,0,7.0,28
1.03,1.0,141,236,5.5,20,0,4.583333333333333,1
1.5,1.0,230,233,8.5,11,1,10.866666666666667,25
1.14,1.0,229,141,7.0,10,0,7.883333333333334,8
0.77,1.0,141,162,5.0,13,1,4.833333333333333,26
12.7,1.0,138,37,38.0,12,0,30.75,31
1.2,1.0,162,107,7.5,10,0,8.566666666666666,24
0.4,2.0,48,68,4.0,16,0,2.8333333333333335,3
1.52,1.0,75,263,7.0,23,0,6.583333333333333,3
2.5,4.0,229,79,10.5,19,0,12.616666666666667,16
1.02,2.0,45,148,6.5,12,1,6.883333333333334,11
0.83,1.0,162,233,5.0,13,1,3.3833333333333333,19
1.63,1.0,263,151,10.5,10,0,13.133333333333333,9
2.1,1.0,230,263,10.5,21,0,11.783333333333333,7
1.1,1.0,164,162,7.0,15,0,7.8,13
1.3,2.0,230,163,8.0,0,1,9.85,11
4.9,1.0,125,80,19.5,0,0,22.6,17
0.55,2.0,236,236,5.0,9,0,5.066666666666666,6
2.38,1.0,246,114,12.0,18,0,16.266666666666666,22
1.26,1.0,142,48,7.0,20,0,7.633333333333334,21
4.3,1.0,230,226,14.5,0,0,13.2,2
2.9,3.0,48,211,11.5,23,0,12.966666666666667,6
2.37,2.0,236,50,11.0,20,0,12.766666666666667,17
2.34,1.0,236,24,11.0,12,0,12.333333333333334,13
0.95,1.0,189,97,7.0,0,1,8.033333333333333,26
1.6,6.0,90,48,6.5,22,0,5.316666666666666,14
0.81,2.0,234,79,6.0,20,0,6.766666666666667,14
1.09,2.0,232,144,6.5,21,0,6.583333333333333,17
4.75,1.0,158,140,23.0,12,0,31.8,21
1.99,2.0,249,144,10.0,21,0,12.383333333333333,24
2.7,1.0,231,113,14.0,18,0,19.533333333333335,14
2.3,2.0,148,164,10.5,2,1,11.8,25
1.3,1.0,249,211,8.0,11,0,9.766666666666667,30
0.8,1.0,186,170,8.0,14,1,10.45,4
2.01,1.0,148,87,10.0,22,0,11.15,27
1.31,1.0,186,161,10.0,12,0,14.133333333333333,7
4.59,1.0,237,79,16.0,14,1,15.016666666666667,4
0.78,1.0,162,237,9.5,18,0,14.133333333333333,29
2.0,1.0,161,236,11.5,16,0,14.716666666666667,7
2.3,1.0,238,141,14.0,9,0,21.683333333333334,16
6.5,1.0,144,74,20.5,17,0,21.883333333333333,20
0.76,1.0,43,161,5.0,12,1,4.366666666666666,11
1.5,1.0,113,170,8.5,16,1,10.616666666666667,25
2.34,1.0,161,236,9.5,21,0,10.033333333333333,28
1.03,1.0,186,246,7.0,9,1,8.55,25
0.63,1.0,186,170,5.5,13,0,6.216666666666667,16
2.7,1.0,90,237,11.5,11,1,13.816666666666666,19
1.72,1.0,186,137,10.5,8,0,14.65,13
3.1,2.0,144,162,14.0,16,0,18.183333333333334,2
1.48,1.0,237,239,7.5,17,0,7.983333333333333,10
2.13,1.0,158,100,12.5,12,0,17.833333333333332,21
3.2,2.0,249,163,13.5,7,0,16.366666666666667,13
2.3,1.0,79,68,12.0,10,0,15.583333333333334,24
3.26,1.0,163,158,13.5,21,0,18.016666666666666,14
0.62,5.0,140,262,5.0,8,0,4.883333333333334,8
0.24,1.0,239,239,3.5,11,0,1.85,20
3.03,3.0,170,87,12.0,20,0,14.616666666666667,16
2.05,5.0,90,211,15.5,12,0,23.533333333333335,28
1.71,2.0,90,79,8.0,21,0,9.216666666666667,14
1.5,2.0,230,140,8.0,19,0,8.716666666666667,7
1.03,1.0,163,100,6.5,13,0,7.3,23
0.4,1.0,68,246,4.5,14,0,3.6666666666666665,31
2.0,1.0,230,107,9.0,19,0,10.0,20
1.96,1.0,249,107,13.0,12,0,18.633333333333333,30
2.27,2.0,239,162,9.5,9,0,10.683333333333334,2
18.22,3.0,246,81,51.5,17,0,43.43333333333333,3
34.23,3.0,132,14,99.0,16,0,98.43333333333334,16
1.5,1.0,229,107,8.0,19,0,8.916666666666666,28
1.44,1.0,238,236,7.0,7,0,6.016666666666667,2
7.59,1.0,231,236,22.5,23,0,16.616666666666667,16
0.68,1.0,263,141,5.0,9,0,4.483333333333333,15
3.58,1.0,113,237,16.0,20,0,22.35,22
11.6,1.0,138,145,32.5,10,0,24.416666666666668,2
1.24,1.0,163,100,8.0,15,0,10.033333333333333,3
1.4,2.0,68,113,7.5,14,0,8.933333333333334,1
1.45,1.0,249,68,7.0,8,0,7.116666666666666,3
0.55,2.0,164,186,6.0,14,0,7.633333333333334,7
1.2,1.0,50,246,8.5,12,1,9.566666666666666,19
1.8,1.0,230,90,7.5,0,0,6.4,7
1.53,2.0,231,113,7.0,8,0,6.233333333333333,22
1.98,1.0,148,234,9.5,8,1,9.833333333333334,12
18.35,3.0,75,132,52.0,5,1,24.716666666666665,19
1.3,1.0,237,229,6.5,1,0,5.05,6
3.54,1.0,90,13,14.0,19,0,14.366666666666667,15
9.82,2.0,138,125,29.0,0,0,20.233333333333334,21
0.88,1.0,7,7,6.0,7,0,6.45,8
3.93,1.0,142,113,13.0,5,0,10.55,3
2.08,1.0,87,211,8.5,5,0,8.233333333333333,27
0.53,1.0,263,262,4.0,8,1,2.316666666666667,26
1.87,1.0,161,107,10.0,22,0,13.033333333333333,24
0.5,1.0,238,239,4.0,18,0,2.95,29
0.87,6.0,41,166,5.0,8,0,3.8333333333333335,8
1.35,1.0,141,163,7.5,7,0,7.933333333333334,14
3.35,1.0,25,107,13.5,7,0,13.833333333333334,9
2.58,3.0,161,249,12.5,19,0,17.666666666666668,15
0.91,1.0,234,170,5.5,1,1,4.9,25
1.46,1.0,162,140,10.5,9,0,15.766666666666667,15
4.4,1.0,164,146,15.5,1,0,14.516666666666667,24
2.8,1.0,79,229,11.0,0,1,11.983333333333333,26
1.0,1.0,225,17,7.5,11,0,8.816666666666666,17
1.2,1.0,236,75,7.0,21,0,6.466666666666667,30
3.14,1.0,68,231,13.5,10,0,15.066666666666666,20
0.5,1.0,236,236,5.0,8,0,4.883333333333334,15
0.78,1.0,236,237,5.0,18,1,4.633333333333334,11
1.54,1.0,48,142,7.0,17,0,6.85,16
1.6,1.0,164,246,8.0,10,0,9.316666666666666,3
5.79,3.0,132,132,18.5,21,0,18.066666666666666,9
1.44,1.0,75,238,10.0,8,0,12.5,13
1.32,1.0,161,68,7.5,20,0,9.466666666666667,16
1.7,1.0,161,141,9.0,22,0,10.65,24
0.98,1.0,186,48,7.5,3,1,9.683333333333334,25
1.41,2.0,236,237,9.0,10,0,12.333333333333334,28
4.13,1.0,48,7,15.0,0,0,15.5,23
0.63,1.0,237,237,4.5,8,0,3.6333333333333333,23
9.4,1.0,138,233,29.0,14,0,27.883333333333333,16
0.7,1.0,148,79,5.0,1,1,4.35,26
0.47,1.0,239,239,4.5,17,0,3.6,23
1.8,1.0,161,236,11.0,16,0,14.666666666666666,28
1.1,1.0,236,237,9.5,11,0,13.4,10
20.51,1.0,132,231,52.0,20,0,39.1,21
0.57,1.0,263,262,5.5,19,0,5.616666666666666,7
1.66,6.0,162,48,10.0,8,0,12.75,10
0.35,3.0,114,114,4.0,0,0,5.666666666666667,24
0.5,1.0,233,233,4.0,12,1,2.7333333333333334,26
0.7,1.0,230,50,5.0,15,0,4.166666666666667,28
8.81,2.0,170,138,38.0,14,0,23.416666666666668,28
2.9,1.0,234,263,12.5,21,0,13.85,13
0.6,1.0,113,211,4.5,20,1,4.166666666666667,25
2.14,1.0,237,234,15.0,15,0,22.65,29
1.18,1.0,229,163,7.5,10,0,9.733333333333333,9
3.1,1.0,163,113,14.0,15,0,17.533333333333335,2
0.69,5.0,161,230,4.5,7,0,3.466666666666667,29
0.6,2.0,144,211,5.0,22,0,4.833333333333333,17
1.0,1.0,230,48,8.5,19,1,11.216666666666667,25
1.45,1.0,90,170,7.0,6,0,7.6,13
5.08,1.0,229,209,20.0,8,0,22.15,13
0.6,1.0,100,230,4.5,5,0,2.9833333333333334,20
1.65,1.0,233,230,9.0,19,0,13.833333333333334,29
0.85,1.0,97,97,5.5,17,0,4.45,27
2.72,1.0,164,148,15.5,12,1,22.933333333333334,11
1.82,1.0,148,209,9.0,2,1,9.383333333333333,18
4.13,1.0,48,166,15.0,6,0,13.083333333333334,15
1.6,1.0,74,75,9.0,9,0,11.45,10
0.6,3.0,233,170,5.5,1,0,6.666666666666667,1
0.53,2.0,236,43,3.5,22,0,1.3,6
3.0,2.0,246,237,16.0,12,1,22.333333333333332,26
8.9,1.0,231,42,31.5,18,0,43.5,14
0.36,1.0,237,141,3.5,21,1,2.2,12
0.84,1.0,100,170,5.0,7,0,2.95,1
16.61,1.0,161,132,52.0,15,0,51.85,27
2.3,1.0,246,13,10.5,14,0,10.316666666666666,28
1.81,1.0,186,48,9.5,21,0,11.233333333333333,10
0.61,2.0,238,238,4.5,22,0,3.35,6
4.8,1.0,87,229,15.5,18,0,11.133333333333333,8
2.79,2.0,231,164,10.0,5,1,7.6,11
4.1,1.0,230,41,15.5,15,1,17.733333333333334,11
2.0,1.0,186,163,13.5,17,0,19.766666666666666,23
5.68,1.0,132,215,17.5,20,0,12.616666666666667,27
2.0,2.0,263,74,7.5,10,1,6.266666666666667,12
0.9,1.0,211,249,7.0,21,0,8.05,23
0.74,1.0,161,170,6.5,20,0,7.866666666666666,31
3.75,1.0,137,209,12.5,18,0,9.283333333333333,2
6.39,1.0,162,138,25.5,14,0,32.4,16
8.1,2.0,138,234,25.0,12,0,20.766666666666666,3
1.1,1.0,186,170,7.5,18,0,9.083333333333334,16
0.7,1.0,148,4,5.5,20,1,5.533333333333333,4
0.4,1.0,113,79,4.5,22,0,3.65,30
3.09,2.0,246,87,13.5,3,0,17.75,10
1.31,4.0,229,161,9.5,9,0,13.083333333333334,29
7.37,1.0,237,116,25.0,20,0,23.5,7
0.45,1.0,113,113,6.5,19,1,8.033333333333333,11
0.9,1.0,74,75,7.5,14,0,9.416666666666666,22
3.31,1.0,148,229,13.0,2,1,14.016666666666667,26
1.37,1.0,148,249,9.5,18,0,13.216666666666667,17
1.17,1.0,79,144,7.0,9,1,7.216666666666667,25
0.7,1.0,246,68,4.5,20,0,3.433333333333333,20
0.7,2.0,142,143,4.5,1,1,3.15,4
0.69,2.0,237,237,6.0,18,0,6.183333333333334,9
1.05,3.0,75,75,6.0,6,0,5.366666666666666,28
4.7,1.0,229,144,20.0,9,0,25.5,8
1.31,1.0,148,249,8.5,0,1,9.983333333333333,26
1.82,2.0,234,48,8.5,19,0,9.0,1
0.98,3.0,236,262,7.5,8,0,9.183333333333334,17
2.3,1.0,170,114,12.5,20,0,18.283333333333335,24
2.1,1.0,236,142,10.5,17,1,12.483333333333333,26
4.14,1.0,186,261,16.5,18,0,18.933333333333334,20
0.76,1.0,230,163,4.5,9,1,3.433333333333333,12
1.1,1.0,238,151,6.0,13,0,6.1,24
3.56,1.0,263,170,16.0,11,0,21.6,14
0.93,1.0,246,158,6.5,20,0,7.216666666666667,23
0.4,1.0,79,148,5.0,0,0,5.816666666666666,20
1.1,1.0,239,24,6.5,20,0,5.15,24
3.1,1.0,236,107,15.5,8,0,22.95,21
1.94,1.0,162,237,8.5,21,0,8.55,21
1.69,2.0,161,246,8.5,20,0,8.866666666666667,9
0.8,2.0,107,170,6.0,16,1,5.766666666666667,11
1.06,2.0,161,48,8.0,14,0,10.7,24
2.89,2.0,68,142,11.5,22,0,13.383333333333333,21
0.73,1.0,43,43,4.5,21,0,2.5166666666666666,15
0.66,1.0,162,161,7.5,17,0,10.0,17
1.22,1.0,229,140,6.0,17,0,6.016666666666667,23
1.73,1.0,75,24,8.5,18,0,9.283333333333333,6
0.8,3.0,239,142,6.0,15,1,5.733333333333333,12
0.6,1.0,79,113,5.5,18,0,6.083333333333333,8
0.91,4.0,74,75,7.0,13,0,7.966666666666667,27
2.8,1.0,239,246,11.5,13,1,11.183333333333334,12
0.4,1.0,100,230,4.5,7,0,3.933333333333333,17
1.23,1.0,229,48,7.0,22,1,8.133333333333333,5
1.1,1.0,170,107,6.5,9,0,6.75,24
18.9,2.0,132,22,51.0,8,0,27.75,2
0.85,1.0,100,170,5.0,1,1,3.75,26
2.2,1.0,234,162,12.0,14,0,15.633333333333333,27
17.9,1.0,132,161,52.0,11,0,58.233333333333334,21
11.6,1.0,138,162,35.0,9,0,29.583333333333332,22
4.06,2.0,151,100,29.0,9,0,48.15,13
5.82,2.0,230,83,23.0,20,1,29.533333333333335,12
0.9,1.0,151,239,5.5,19,0,4.783333333333333,23
1.05,2.0,141,229,7.5,18,0,10.533333333333333,10
0.65,1.0,170,234,5.5,10,1,5.733333333333333,4
0.1,2.0,75,75,4.0,15,0,3.4,3
1.0,1.0,113,249,5.5,22,0,5.4,10
0.84,5.0,236,236,5.0,7,0,4.883333333333334,30
0.91,1.0,100,161,5.5,7,0,5.066666666666666,28
1.87,1.0,142,100,11.0,9,0,14.85,23
7.3,1.0,87,262,22.5,11,1,18.733333333333334,18
1.15,1.0,238,239,6.5,13,0,7.333333333333333,10
2.9,2.0,143,263,13.0,11,0,16.083333333333332,6
14.4,1.0,234,14,43.0,19,0,37.35,24
5.59,3.0,238,79,23.0,17,1,31.85,19
0.68,5.0,236,236,5.0,14,0,4.166666666666667,8
1.74,1.0,237,236,12.0,12,0,16.566666666666666,21
0.5,1.0,161,161,4.5,20,0,4.2,27
0.8,1.0,48,100,4.5,23,0,2.6166666666666667,20
0.26,1.0,237,237,3.5,13,0,2.433333333333333,20
1.36,3.0,236,239,7.5,19,0,7.8,30
0.61,1.0,230,142,4.5,22,0,3.4166666666666665,2
5.53,1.0,230,152,19.0,21,0,18.033333333333335,7
3.97,1.0,186,224,17.5,16,0,21.85,27
1.7,2.0,236,238,7.5,17,0,8.3,30
1.92,1.0,148,137,9.0,8,0,9.833333333333334,2
7.24,3.0,186,129,25.5,21,1,28.45,19
0.8,1.0,239,238,5.0,16,0,4.333333333333333,2
1.1,1.0,239,237,6.0,18,1,6.45,4
1.6,1.0,161,142,9.5,19,0,12.25,28
0.16,2.0,170,170,3.0,20,0,1.0666666666666667,3
0.63,1.0,137,79,4.0,18,0,2.433333333333333,1
0.84,1.0,140,141,5.5,10,0,5.083333333333333,3
1.2,1.0,79,107,7.5,18,1,8.8,19
18.17,2.0,132,234,52.0,22,0,27.8,2
0.81,1.0,237,161,6.0,11,0,6.266666666666667,30
2.1,1.0,236,162,8.5,6,0,6.766666666666667,22
0.64,2.0,43,239,4.5,17,0,3.3833333333333333,13
0.39,1.0,141,140,5.5,18,0,6.416666666666667,22
1.22,1.0,238,142,6.0,12,1,4.666666666666667,26
1.36,1.0,170,164,10.5,9,0,15.033333333333333,17
1.8,1.0,142,140,12.0,9,0,17.35,27
2.54,1.0,143,170,14.0,18,0,20.283333333333335,21
0.6,5.0,263,236,5.0,18,0,4.6,15
4.09,2.0,230,7,14.5,22,0,15.383333333333333,15
3.8,1.0,144,49,19.5,19,0,30.383333333333333,23
1.68,1.0,142,237,10.5,13,0,13.766666666666667,17
0.64,3.0,236,141,5.0,13,1,5.066666666666666,18
2.33,1.0,164,236,10.5,13,1,12.7,26
0.24,1.0,148,79,4.0,3,0,3.1166666666666667,1
6.19,1.0,162,231,20.5,8,0,17.8,15
3.4,1.0,107,263,13.0,19,0,14.383333333333333,20
3.43,1.0,68,231,14.5,11,0,16.783333333333335,15
0.4,2.0,90,249,4.0,14,1,3.35,18
2.49,1.0,48,234,12.5,12,0,17.183333333333334,31
0.5,1.0,230,186,4.5,19,0,3.283333333333333,6
1.47,1.0,230,90,7.5,9,1,7.833333333333333,11
1.14,6.0,246,48,5.5,19,0,4.8,15
1.2,1.0,230,161,7.5,21,1,9.233333333333333,5
1.84,1.0,161,68,10.0,16,0,13.033333333333333,21
9.15,1.0,41,148,27.5,20,0,22.866666666666667,24
0.78,1.0,237,237,5.0,5,0,3.966666666666667,13
3.28,1.0,263,233,13.0,8,0,16.033333333333335,28
0.7,1.0,161,229,5.0,19,0,4.8,31
1.85,1.0,161,113,9.5,17,0,11.45,2
2.71,1.0,143,263,14.0,12,1,19.333333333333332,11
2.0,2.0,90,230,20.0,12,1,34.36666666666667,18
2.2,1.0,234,246,10.5,22,0,12.816666666666666,14
0.53,2.0,237,162,3.5,23,1,1.8666666666666667,26
2.71,3.0,170,236,9.5,2,1,7.316666666666666,18
1.83,1.0,170,186,12.5,18,0,18.383333333333333,24
1.29,1.0,143,163,8.5,13,0,10.816666666666666,20
0.8,2.0,246,249,6.0,17,0,6.7,28
16.8,1.0,132,256,47.5,11,0,33.45,6
1.0,1.0,68,48,5.5,13,0,4.2,31
6.9,1.0,100,66,29.5,18,0,40.5,22
1.6,1.0,68,161,10.0,7,0,12.766666666666667,15
2.12,1.0,143,68,10.0,9,0,11.883333333333333,6
3.12,1.0,263,233,12.5,12,0,14.85,21
0.6,1.0,100,170,5.0,21,0,4.466666666666667,22
0.6,1.0,74,42,6.0,12,0,6.383333333333334,30
1.4,1.0,79,170,7.5,23,0,7.516666666666667,13
2.46,1.0,79,229,9.0,9,0,8.0,15
3.56,2.0,48,151,15.0,14,1,20.016666666666666,11
2.19,1.0,74,166,11.5,7,0,14.916666666666666,21
1.03,2.0,161,48,7.0,17,0,8.166666666666666,30
1.6,1.0,236,237,11.0,11,0,15.283333333333333,21
3.6,1.0,170,239,17.5,17,0,25.85,16
2.24,1.0,142,140,10.5,20,0,11.666666666666666,3
3.06,1.0,236,234,16.0,13,0,24.283333333333335,13
1.58,6.0,142,230,11.0,15,0,15.316666666666666,14
1.92,1.0,249,232,8.5,1,0,8.883333333333333,30
1.75,5.0,164,229,11.0,20,0,14.7,10
0.8,1.0,238,166,5.0,15,0,4.05,17
0.42,2.0,236,236,4.5,12,0,3.716666666666667,15
1.5,1.0,141,162,10.0,15,0,14.166666666666666,8
20.24,1.0,132,238,52.0,14,1,50.85,25
0.78,2.0,113,125,5.5,10,1,4.366666666666666,5
2.9,1.0,229,114,11.5,22,0,14.016666666666667,24
0.4,1.0,137,234,5.5,9,0,5.75,7
1.6,2.0,50,161,7.5,12,1,8.25,19
0.74,2.0,237,163,7.0,19,0,8.783333333333333,30
6.08,5.0,138,41,20.5,8,0,17.933333333333334,20
2.7,3.0,237,68,13.0,21,0,17.016666666666666,10
2.88,1.0,164,140,11.5,1,0,11.883333333333333,30
0.83,1.0,79,234,6.0,11,0,6.65,9
2.83,1.0,140,100,15.0,18,0,19.966666666666665,28
18.22,1.0,132,230,52.0,10,1,34.8,19
6.25,1.0,68,232,22.5,15,0,22.883333333333333,23
1.1,1.0,236,140,7.5,7,0,8.933333333333334,29
0.9,1.0,90,246,5.0,22,0,3.9,31
1.4,2.0,233,137,6.5,9,0,5.866666666666666,1
1.1,1.0,234,68,8.0,16,0,10.833333333333334,21
2.2,1.0,239,161,12.0,9,0,17.05,7
1.4,1.0,164,249,7.5,14,0,8.083333333333334,7
0.72,1.0,237,236,6.5,18,0,7.55,8
2.0,1.0,181,61,11.0,10,0,14.116666666666667,7
1.11,1.0,170,234,7.5,9,0,9.366666666666667,8
2.54,1.0,161,236,13.5,18,1,18.6,19
1.1,1.0,262,141,5.5,8,0,3.75,1
0.4,1.0,100,170,5.0,19,0,5.266666666666667,21
0.4,2.0,170,162,3.5,0,0,1.3166666666666667,31
9.76,2.0,93,48,52.0,19,0,25.483333333333334,6
1.3,2.0,238,142,8.0,14,0,9.283333333333333,23
2.3,2.0,116,244,9.5,2,0,10.233333333333333,1
2.92,1.0,100,140,15.0,8,0,21.816666666666666,29
0.29,2.0,164,164,3.5,8,0,1.65,15
1.97,1.0,239,41,8.0,22,0,7.55,23
18.41,2.0,132,162,52.0,15,0,41.8,2
0.74,1.0,170,170,6.0,9,0,6.25,2
7.9,1.0,186,82,27.0,19,0,27.416666666666668,24
1.7,1.0,140,236,9.5,14,1,11.2,25
0.5,1.0,113,90,3.5,22,0,1.5,22
1.86,1.0,107,230,9.5,22,0,11.766666666666667,13
5.51,1.0,231,263,20.5,20,0,27.466666666666665,28
1.6,1.0,249,186,10.0,18,1,13.25,19
1.1,1.0,79,113,7.0,18,0,8.266666666666667,20
2.2,1.0,74,24,13.5,18,0,19.65,27
1.36,1.0,79,125,8.5,18,0,10.466666666666667,28
1.4,1.0,43,238,9.0,11,1,12.066666666666666,18
1.0,2.0,90,68,6.0,20,0,6.8,16
1.48,1.0,237,162,9.0,13,0,11.733333333333333,8
1.21,1.0,163,143,7.5,18,0,9.066666666666666,16
0.5,1.0,48,142,4.5,11,0,4.65,31
1.2,1.0,211,209,6.5,2,1,6.966666666666667,26
0.9,1.0,170,234,6.5,14,0,7.183333333333334,21
8.2,1.0,231,262,28.5,14,0,32.46666666666667,22
0.8,5.0,43,142,5.0,11,0,4.35,3
2.96,3.0,114,162,15.5,22,0,23.183333333333334,24
2.14,1.0,230,234,10.5,19,0,14.6,30
2.15,1.0,236,161,12.5,16,0,17.833333333333332,23
1.64,1.0,234,100,10.5,12,0,14.433333333333334,30
0.85,1.0,233,229,4.5,8,0,1.9166666666666667,1
0.45,1.0,243,243,4.0,11,0,2.716666666666667,30
1.67,1.0,162,186,9.0,15,0,11.366666666666667,2
0.67,5.0,24,151,5.0,21,0,4.966666666666667,3
1.0,3.0,161,100,8.0,12,0,11.366666666666667,27
1.3,1.0,162,234,9.0,18,0,11.016666666666667,30
1.56,1.0,90,170,9.5,14,0,12.7,17
2.4,1.0,239,152,10.0,7,0,10.35,16
1.9,1.0,239,230,11.5,18,0,16.383333333333333,16
4.57,1.0,170,97,21.0,16,0,31.733333333333334,24
15.9,1.0,170,132,52.0,18,1,34.11666666666667,5
1.79,1.0,237,50,9.5,18,1,12.133333333333333,11
1.0,1.0,238,24,6.0,8,0,6.066666666666666,2
1.1,1.0,239,143,7.5,19,0,8.55,23
1.95,2.0,238,140,9.0,17,0,10.133333333333333,3
3.48,1.0,186,236,16.5,16,0,22.833333333333332,1
3.41,1.0,230,151,15.5,19,0,20.15,20
2.1,1.0,236,229,9.0,6,0,8.566666666666666,2
8.51,1.0,138,68,29.0,12,0,27.516666666666666,31
1.32,6.0,50,230,7.0,19,1,7.35,25
2.0,1.0,164,148,10.5,13,1,14.733333333333333,11
5.9,1.0,141,159,20.0,3,1,17.333333333333332,18
3.91,1.0,231,48,16.0,12,0,20.266666666666666,23
1.2,1.0,161,140,7.0,17,0,7.883333333333334,21
5.71,1.0,87,186,21.5,13,1,26.583333333333332,5
2.85,1.0,162,236,9.5,19,0,9.6,27
4.49,2.0,114,225,16.5,4,1,16.683333333333334,11
0.8,4.0,144,114,4.5,8,0,5.166666666666667,13
3.23,1.0,236,186,21.5,13,1,34.983333333333334,18
0.9,1.0,107,170,6.5,17,0,7.633333333333334,9
2.9,1.0,161,79,13.0,17,0,17.916666666666668,27
2.4,1.0,148,255,11.0,21,0,11.866666666666667,24
6.1,1.0,138,162,24.5,17,0,34.266666666666666,20
2.69,3.0,236,186,13.5,20,0,18.233333333333334,29
2.46,1.0,229,90,12.5,13,1,16.133333333333333,11
0.59,2.0,239,239,5.0,8,0,4.65,21
3.5,1.0,230,151,14.5,18,0,16.266666666666666,29
27.1,2.0,261,132,52.0,14,1,35.733333333333334,5
4.14,1.0,246,151,13.5,22,0,9.666666666666666,20
1.81,2.0,231,113,8.5,11,0,9.916666666666666,21
2.84,1.0,24,43,13.5,14,1,16.583333333333332,26
0.88,1.0,79,148,5.5,18,0,4.616666666666666,31
0.6,1.0,230,161,7.0,12,0,9.466666666666667,17
1.92,1.0,107,230,10.5,15,0,13.533333333333333,8
2.9,1.0,162,226,12.0,15,1,11.283333333333333,4
0.95,3.0,107,170,6.0,8,0,5.5,7
2.46,1.0,262,142,13.5,19,0,18.083333333333332,24
0.8,1.0,164,100,5.0,23,0,3.7,31
2.2,1.0,186,114,10.5,14,0,13.166666666666666,15
4.28,1.0,238,168,14.5,0,1,15.033333333333333,19
0.88,1.0,264,264,4.5,10,1,2.466666666666667,19
11.74,1.0,87,179,32.5,4,1,17.85,26
1.14,1.0,230,246,12.0,8,0,18.666666666666668,13
0.6,1.0,229,161,5.5,18,0,6.183333333333334,22
1.29,1.0,236,141,11.5,13,0,17.15,21
1.53,1.0,7,260,7.5,22,1,6.716666666666667,19
10.5,2.0,138,142,35.0,15,0,40.4,28
18.23,1.0,132,163,52.0,12,0,55.4,29
1.6,2.0,50,142,8.5,7,0,9.316666666666666,31
1.2,2.0,79,137,7.0,19,0,6.866666666666666,17
1.17,5.0,161,43,11.0,14,0,17.3,27
1.08,3.0,186,48,7.0,21,1,7.6,12
3.8,1.0,48,13,13.5,9,1,12.3,19
0.79,1.0,48,100,4.5,1,1,3.1166666666666667,18
2.17,2.0,229,236,9.5,11,1,10.266666666666667,26
2.2,1.0,246,249,11.0,15,1,13.75,26
1.0,2.0,164,186,6.0,15,0,5.716666666666667,20
5.31,1.0,262,232,18.0,7,0,18.5,6
2.21,1.0,41,236,10.0,16,0,11.266666666666667,13
2.1,1.0,263,143,9.0,1,1,9.05,12
0.92,2.0,186,100,7.5,10,0,10.066666666666666,7
3.11,1.0,163,224,11.5,23,0,12.166666666666666,30
4.06,2.0,237,114,21.5,18,0,32.25,10
0.9,1.0,90,68,6.0,9,0,6.083333333333333,9
6.1,1.0,186,116,20.5,0,0,22.783333333333335,3
0.89,2.0,231,211,5.5,9,1,5.316666666666666,25
0.65,2.0,233,237,4.5,18,0,2.95,20
11.84,5.0,132,10,33.0,7,1,17.783333333333335,12
1.2,1.0,246,100,10.5,14,1,15.683333333333334,26
4.33,1.0,186,13,15.0,23,0,13.916666666666666,20
0.6,2.0,50,163,5.0,12,0,4.1,16
0.66,6.0,236,237,5.0,16,0,4.266666666666667,20
